OTUId	SH54d.R1	BGM.PS2.1d.R1	BGM.PS3.3.R1	BGM.PS2.3d.R1	SH40.R1	SH17.R1	BGM.PS3.2d.R1	BGM.PS1.3d.R1	BGM.R4.2.R1	SH32.R1	BGM.PS2.2d.R1	BGM.PS4.3.R1	SH39.R1	SH30.R1	SH29.R1	BGM.R4.3.R1	BGM.PS2.1.R1	SH25.R1	BGM.PS3.2.R1	SH49.R1	SH49d.R1	BGM.PS4.2d.R1	BGM.PS1.2.R1	SH31.R1	SH54.R1	BGM.R2.3.R1	BGM.PSFd.R1	SH28.R1	BGM.PS1.1d.R1	BGM.PS1.3.R1	SH26.R1	BGM.PS2.2.R1	BGM.PSF.R1	BGM.RF.R1	SH51d.R1	BGM.R2.1.R1	BGM.R1.3.R1	SH47d.R1	BGM.PS4.3d.R1	BGM.R3.2.R1	SH37.R1	SH51.R1	BGM.R2.2.R1	SH47.R1	BGM.PS2.3.R1	SH53.R1	BGM.R3.3.R1	BGM.PS1.2d.R1	SH35.R1	SH33.R1	BGM.R4.1.R1	BGM.PS4.1.R1	BGM.PS4.2.R1	SH53d.R1	BGM.R1.2.R1	SH19.R1	SH23.R1	SH27.R1	SH20.R1	BGM.PS4.1d.R1	SH36.R1	SH34.R1	BGM.PS1.1.R1	BGM.PS3.3d.R1	SH21.R1	SH38.R1	SH22.R1	BGM.R1.1.R1	BGM.PS3.1d.R1	BGM.PS3.1.R1	SH18.R1	SH24.R1	SH46.R1	SH41.R1	SH52.R1	BGM.S.1.2.2.R1	RGM.S.Pit.1.2.R1	BGM.R.4.2.1.R1	HKM.S.4.3.1.R1	SH.BS.53.R1	BGM.S.1.2.3.R1	BGM.S.F.1.1.R1	BGM.S.2.1.2.R1	BGM.S.1.1.3.R1	HKM.S.2.2.2.R1	HKM.R.4.2.1.R1	SH.BS.39.R1	HKM.S.1.3.3.R1	BGM.S.1.3.3.R1	BGM.R.1.3.1.R1	HKM.S.4.1.3.R1	BGM.BR.S.3.R1	SH.BS.54d.R1	BGM.S.3.3.3.R1	SH.BS.40.R1	BGM.S.2.3.1.R1	HKM.S.4.1.1.R1	HKM.S.4.3.2.R1	BGM.S.4.3.2.R1	BGM.S.1.1.2.R1	SH.BS.53d.R1	SH.BS.47.R1	BGM.BR.S.2.R1	SH.BS.54.R1	BGM.BR.F.1.R1	NCTL.old2.R1	HKM.S.4.3.3.R1	BGM.S.3.3.1.R1	BGM.S.4.1.2.R1	HKM.S.4.2.3.R1	SH.BS.25.R1	NCLT6.R1	BGM.S.1.3.2.R1	SH.BS.51d.R1	HKM.S.1.2.2.R1	BGM.BR.F.3.R1	SH.BS.33.R1	BGM.S.2.2.2.R1	HKM.S.3.2.1.R1	HKM.S.2.1.2.R1	RGM.S.Proc.1.2.R1	BGM.S.4.1.3.R1	HKM.R.3.2.2.R1	BGM.S.4.3.3.R1	RGM.R.Proc.1.1.R1	HKM.R.3.2.1.R1	HKM.S.1.3.1.R1	HKM.S.4.1.2.R1	SH.BS.31.R1	SH.BS.35.R1	HKM.S.3.3.3.R1	SH.BS.49d.R1	HKM.S.1.2.3.R1	BGM.S.3.1.2.R1	RGM.R.Pit.1.1.R1	NCTL1.R1	BGM.BR.2.3.R1	HKM.S.4.2.1.R1	NCTL3.R1	HKM.S.4.2.2.R1	NCTL4.R1	BGM.R.2.3.1.R1	HKM.S.F.1.3.R1	SH.BS.51.R1	BGM.BR.3.2.R1	HKM.R.4.1.2.R1	BGM.S.F.1.6.R1	BGM.S.3.2.3.R1	HKM.S.2.2.1.R1	NCTL5.R1	BGM.S.2.3.2.R1	HKM.S.3.2.3.R1	HKM.S.F.1.2.R1	NCTL2.R1	HKM.S.F.1.4.R1	SH.BS.47d.R1	RGM.S.Proc.1.3.R1	HKM.S.2.3.2.R1	BGM.BR.4.1.R1	SH.BS.22.R1	BGM.S.3.1.3.R1	BGM.S.2.2.3.R1	HKM.R.F.1.1.R1	BGM.R.2.1.1.R1	BGM.R.2.2.1.R1	BGM.S.4.2.2.R1	RGM.S.Proc.1.1.R1	BGM.S.3.3.2.R1	BGM.R.1.2.1.R1	HKM.S.2.2.3.R1	HKM.S.3.1.2.R1	HKM.S.3.3.1.R1	BGM.S.4.1.1.R1	BGM.S.2.3.3.R1	BGM.S.F.1.9.R1	BGM.S.F.1.7.R1	RGM.R.Proc.1.2.R1	BGM.BR.S.1.R1	BGM.S.3.2.2.R1	BGM.S.4.2.1.R1	SH.BS.37.R1	BGM.S.F.1.2.R1	HKM.S.2.3.1.R1	BGM.BR.1.3.R1	BGM.S.1.2.1.R1	RGM.S.Pit.1.3.R1	HKM.S.1.3.2.R1	HKM.S.2.1.1.R1	HKM.S.1.1.3.R1	BGM.S.F.1.3.R1	HKM.R.F.1.2.R1	RGM.S.Pit.1.1.R1	HKM.S.F.1.8.R1	BGM.S.3.2.1.R1	BGM.BR.3.3.R1	HKM.S.F.1.9.R1	BGM.S.4.2.3.R1	BGM.S.2.1.3.R1	BGM.BR.F.2.R1	BGM.S.2.1.1.R1	SH.BS.28.R1	SH.BS.34.R1	SH.BS.27.R1	HKM.S.2.1.3.R1	BGM.S.4.3.1.R1	BGM.R.4.3.1.R1	SH.BS.49.R1	HKM.S.1.2.1.R1	BGM.S.2.2.1.R1	BGM.S.F.1.4.R1	HKM.S.F.1.5.R1	BGM.BR.1.2.R1	HKM.S.3.3.2.R1	BGM.BR.2.1.R1	BGM.S.F.1.5.R1	HKM.S.3.2.2.R1	HKM.S.F.1.7.R1	HKM.S.F.1.1.R1	HKM.S.F.1.6.R1	SH.BS.30.R1	BGM.BR.4.3.R1	BGM.R.F.1.1.R1	BGM.S.F.1.8.R1	HKM.S.1.1.1.R1	BGM.BR.2.2.R1	BGM.BR.3.1.R1	HKM.R.1.3.1.R1	HKM.S.3.1.3.R1	SH.BS.38.R1	RGM.R.Pit.1.2.R1	SH.BS.32.R1	SH.BS.19.R1	HKM.S.1.1.2.R1	SH.BS.36.R1	HKM.R.2.2.1.R1	SH.BS.29.R1	BGM.R.3.3.1.R1	SH.BS.20.R1	SH.BS.21.R1	HKM.R.2.1.1.R1	HKM.S.2.3.3.R1	SH.BS.17.R1	SH.BS.26.R1	SH.BS.23.R1	BGM.R.4.1.1.R1	HKM.S.3.1.1.R1	BGM.BR.1.1.R1	BGM.BR.4.2.R1	BGM.S.1.3.1.R1	HKM.R.1.2.1.R1	BGM.S.3.1.1.R1	SH.BS.18.R1	NCTL.old1.R1	BGM.R.3.2.1.R1	SH.BS.24.R1	BGM.S.1.1.1.R1	BGM.R.1.1.1.R1	SH.BS.52.R1	SH.BS.43.R1	SH.BS.42.R1	SH.BS.46.R1	SH.BS.44.R1	SH.BS.41.R1	SH.BS.45.R1	SH.BS.52d.R1	M12R.ITS.R1	M11D.ITS.R1	M9R.ITS.R1	M3D.ITS.R1	M1D.ITS.R1	M11R.ITS.R1	M12D.ITS.R1	M4D.ITS.R1	M2D.ITS.R1	M2R.ITS.R1	M10D.ITS.R1	M1R.ITS.R1	M5D.ITS.R1	M3R.ITS.R1	M7D.ITS.R1	M10R.ITS.R1	M9D.ITS.R1
OTU_1515	2	88	4	17	1	1	2	6	1	4627	0	0	0	0	0	19	1	1	1	0	0	5	11	5	20	6	40	0	198	5	0	0	13	0	0	2	16	1	0	0	0	1	9	0	3	1	0	2	4	0	0	1	2	0	1	0	1	0	0	4	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	8	76	3	23	5	2	50	334	0	0	4	2	6	5	51	3	14	19	6	6	6	1	9	2	976	2	0	1	34	5	0	10	8	15	2	0	1	37	1	62	1	1	11	1	1	1	7	3	3	0	0	0	18	19	12	1	0	2	2	1	1	0	0	3	0	6	12	1	11	0	9	8	1	3	2	65	0	0	2	0	1	0	0	1	0	4	1	0	8	23	8	1	3	4	0	0	17	2	2	5	4	1	5	3	9	6	172	1	0	41	0	1	0	1	55	7	0	51	7	0	0	2	1	88	1	0	16	0	1	0	48	0	7	1	3	0	0	0	5	2	2	30	0	0	1	16	0	1	10	28	1	0	0	0	0	15480	0	0	0	31	4	1	0	1	4	0	3	1	4	1	0	0	0	25	0	0	0	12	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0
OTU_1478	0	0	0	0	0	0	0	0	0	0	1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	7452	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	12	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1450	1	1	0	1	0	0	1	1	1	0	0	5938	0	0	0	4	0	0	8	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	2	0	0	0	0	0	2	2	1	0	0	0	21	118	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	8	5	6	11	1	2	1	1	0	11	4	0	4	0	5	4	0	11	8	2	2	93	13	0	4	2	4	2	3	1	0	7	8	3	0	3	0	1	1	0	0	87	2	0	2	0	8	1	7	3	24	1	2	0	0	0	3	12	2	0	0	0	0	5	3	0	1	6	2	3	25	0	7	1	4	9	0	0	0	1	6	0	0	0	0	3	3	53	4	2	6	14	3	1	0	0	1	2	0	4	0	1	0	11	5	1	0	4	12	7	0	0	0	3	4	1	2	1	44	85	13	0	0	3	1	0	3	0	5	29891	4	1	2	2	0	0	1	0	0	7	0	0	0	1	0	0	4	1	1	0	0	0	0	0	2	2	0	0	1	1	0	2	0	0	0	0	0	7	0	469	0	0	0	4	0	95	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_687	0	0	0	0	0	32	0	0	0	0	0	0	1772	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	1	98	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	942	9829	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	3	15	0	0	0	1593	1	0	0	43	0	0	0	0	0	2399	0	0	1	0	4	0	0	7	0	0	0	0	0	0	0	0	1	8	0	26	0	9	52	0	0	0	0	37	0	0	1	8	0	1	0	0	0	0	0	0	0	1622	0	0	0	62	0	61	0	0	316	0	0	0	0	7	15	17	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	18	0	0	0	0	0	0	3	6	5	0	0	0	0	0	2	0	1	754	1977	3	59	0	0	6	0	0	0	7	0	453	182	0	1	0	0	0	3	1	0	0	6	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	3	72	0	0	43	141	1	0	7	0	10	0	0	0
OTU_1123	0	0	0	0	0	0	0	0	0	0	0	0	0	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7873	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1486	11	34	22	101	16	0	34	102	38	2	35	2	7	0	0	23	7	5	42	3	5	37	31	0	6	6	1	0	53	2	3	18	4	2	2	23	19	6	1	5	0	8	20	9	50	8	19	52	0	5	17	8	22	10	26	0	0	0	0	42	1	7	2	10	0	0	0	1	10	1	0	0	0	0	0	248	338	210	568	46	180	33	136	4	5	39	14	154	76	70	71	0	155	208	45	239	187	321	33	246	59	25	16	36	12	15	1071	178	180	0	34	1	558	19	10	4	13	205	7	89	3	175	12	19	0	18	4	77	0	2	0	30	5	45	43	0	1	3	0	2	78	17	21	30	0	12	30	65	2	117	519	26	11	9	8	23	23	0	0	0	55	9	12	94	121	194	22	28	133	6	0	62	24	36	40	25	47	14	194	98	17	3	1	1	127	2	16	0	42	20	7	1	3	202	1	6	20	22	2	29	0	42	1	2	16	82	16	62	111	28	7	1	1	0	17	0	18	0	4	0	0	17	24	2	0	17	0	5	1	2	22	0	1	0	0	0	67	0	0	18	0	2	14	0	62	0	0	0	16	4	3	0	4	43	0	7	5	1	1	1	2	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_1241	0	0	0	0	0	0	0	0	0	2	0	0	5	1	243	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	35	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	572	0	0	0	0	0	0	2	98	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_128	0	0	0	0	0	0	0	0	0	0	0	535	0	0	0	843	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	448	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	7	1	0	1	0	0	3043	0	2	5	0	4	0	13	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	858	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	99	0	0	0	13	0	1	2	0	1	0	0	0	0	0	0	1	3	0	22	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	64	0	0	0	0	0	0	0	4109	5786	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	1	0	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_74	0	41	0	0	0	0	0	6	0	0	4	0	0	0	0	0	212	0	0	0	0	0	1	0	0	0	0	0	0	13	0	10	0	0	0	243	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	114	0	221	0	1	0	0	2411	67	2	1	0	2	0	0	0	2	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	46	0	0	0	0	4	0	2	0	0	0	1	0	0	3846	0	0	0	0	0	0	0	0	0	3683	0	1	0	78	0	0	0	0	0	5	0	0	0	2	2	0	1	0	0	0	51	0	0	0	10	0	1500	0	0	1	0	3	0	1	0	0	2	3	1	0	0	0	0	5	0	58	0	5	0	2061	1	0	2	0	0	0	0	2	0	0	893	0	1202	0	0	1	0	0	0	0	0	24	1	0	2492	0	31	0	0	0	0	0	0	0	0	2	0	4385	4	1139	0	1	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	1	0	0	4	61	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_77	0	0	0	0	0	169	0	0	0	0	0	0	0	205	183	0	0	0	1	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	18	0	0	158	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	201	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	1	9	1121	0	0	0	1	0	6	0	0	5	0	0	1132	0	0	0	1049	0	3	0	0	369	972	0	0	0	0	0	6	0	0	0	225	6	0	1	0	0	0	1	1	2	1	2	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0
OTU_1213	12	12	13	4441	20	3	23	56	9	12	13	4	0	1	0	11	4	0	17	3	1	42	30	3	50	4	2	0	152	0	0	15	7	2	14	24	11	0	9	1	0	15	17	3	37	7	3	32	0	6	1	7	11	10	14	0	0	0	0	31	0	4	1	13	0	0	0	1	20	0	0	1	0	0	0	80	204	49	285	18	51	14	44	6	2	13	5	80	14	19	27	32	55	188	53	98	58	86	16	362	35	15	5	174	4	8	62	45	69	0	3	6	136	48	8	0	15	38	19	0	2	268	283	15	1	10	52	86	15	0	0	12	5	26	11	16	0	3	1	1	56	10	11	64	0	5	17	31	0	80	17094	4	2	3	0	16	6	0	1	0	89	25	5	64	77	91	7	91	61	25	0	34	24	14	19	4	18	10	69	35	2	2	1	2	79	5	12	0	22	128	5	1	1	109	1	4	14	23	0	9	0	20	0	7	15	36	9	12	46	28	0	1	0	0	15	0	6	1	0	3	1	6	4	1	0	4	0	5	0	0	39	0	0	0	3	0	31	0	0	3	0	1	3	0	12	0	2	0	3	11	4	0	1	6	0	3	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0
OTU_1251	4	0	4	9	0	0	1907	2	6	0	7	0	0	0	0	3	0	0	2	0	1	3	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	4	2	3	5	1	0	7	0	9	1	1	1	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	54	101	58	305	14	22	5	4	1	2	5	3	98	10	16	33	1	38	140	22	68	86	19	4	34	5	17	3	13	7	53	288	57	25	0	3	9	24	3	4	1	37	128	1	3	4	47	3	7	0	96	2	1	0	0	0	20	6	33	10	0	0	1	0	0	20	6	2	22	1	0	14	4	0	34	135	12	0	0	0	5	4	0	1	0	4	2	22	17	55	78	4	100	31	16	0	13	27	3	11	4	8	11	6617	24	5	0	12	0	33	6	8	0	0	3	6	11	0	25	1	1	0	7	1	1	0	5	0	10	8	24	0	21	18	47	3	1	0	0	7	0	5	0	0	0	0	8	3	1	1	2	60	0	0	3	0	0	0	0	0	0	15	0	0	0	0	6	0	0	10	0	0	2	1	0	2	0	2	11	0	3	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU_233	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	3	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_50	1	214	0	0	0	0	0	0	0	0	52	0	0	0	0	0	816	0	0	0	0	0	0	0	0	0	66	0	0	0	0	87	61	3	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	428	1286	0	2	0	0	0	0	0	2	0	4	0	0	0	0	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	357	1	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2761	0	0	0	109	1	0	0	3	0	2026	0	1850	0	0	27	1	0	0	490	1	178	20	0	0	1	2	0	0	0	0	0	104	107	0	0	0	0	12	372	21	0	0	0	0	0	0	114	10	0	2374	0	0	2963	0	1934	1	4428	1	0	0	0	1	0	0	0	519	149	2063	0	0	0	68	0	2897	3400	2255	0	0	21	54	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	0	2	1	0	0	0	5	0	0	0	0	0	1	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	36	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	68	26	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	2	0	1	0	0	0	2041	0	0	0	97	0	0	0	0	1	0	0	0	1	1	48
OTU_137	0	1	0	2	0	0	57	1	0	0	14	4	0	0	0	4	5	0	1392	0	0	2	0	0	0	0	1	0	0	0	0	16	0	0	0	2	0	0	1	243	0	0	0	0	9	0	147	0	1	0	624	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	8	0	29	0	0	0	0	0	3	0	0	2	19	1	1	48	0	62	6	4	0	1	0	0	0	93	0	0	4	1	1	1	4	0	0	0	0	60	4	5	0	2050	0	39	0	1	15	0	3	1	0	2	1	1	0	1	0	1	0	0	0	3	0	0	713	0	0	606	1	0	21	1	0	0	0	0	0	0	1407	0	0	24	0	13	0	2	0	6	1	0	0	1	24	78	0	0	0	2	483	0	82	1	0	1	0	0	5	1	0	0	0	0	0	8684	1575	0	5	5	0	15	1	0	0	0	15	45	0	11	59	0	0	1	1	0	0	3	0	0	2	0	0	0	0	5	0	3667	0	2	8	0	0	0	0	0	0	0	1001	1	0	0	0	0	0	0	4059	0	0	1	1	0	5	0	15	1377	0	0	0	2	1	0	15	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU_1516	0	0	1	1	0	0	0	1	2	0	1	0	1	0	0	9	0	1	0	4546	1	2	2	0	2	0	0	0	11	0	0	2	0	0	0	2	0	0	0	8	0	0	0	9	0	127	0	1	0	3	1	1	1	0	1	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	2	2	17	403	9	0	3	0	0	1	4	2	3	1	0	1	2	4	2	5	97	2	3	69	0	41	0	1	0	3	10	4	3	0	0	2	2	4	2	0	20	8	0	8	2	8	5	4	0	1	0	5	1	0	0	2	2	1	1	0	5	0	0	0	6	0	0	4	0	2	1	3	2	5	2	10	0	0	0	1	1	0	0	0	3	83	1	2	3	5	5	1	2	1	0	2	1	4	5	2	2	138	1	1	4	0	1	3	11	0	1	0	0	3	14	0	0	2	0	0	0	2	1	0	0	3	0	0	0	31	15718	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	46	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_265	0	14	0	1	0	0	0	0	0	0	0	2	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	67	759	0	0	0	11	1	0	0	0	0	0	0	6	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	9	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	2	0	0	11	0	5	0	0	0	0	0	0	0	0	0	768	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	28	776	0	49	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
